sorted_pairs	ReactionID	type1	type2	mappingID1	mappingID2	Reaction ID	Relationship	pair1	pair2	SeedNode1	SeedNode2	detectedPair1	detectedPair2	SigNode1	SigNode2	Entity1	Entity2	EdgeColor	Direction	concordant	EdgeLine	8_diff	7_diff	6_diff	5_diff	4_diff	3_diff	2_diff	1_diff
P26260_P34900	R-RNO-1667005, R-RNO-1678694, R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981, R-RNO-2022851, R-RNO-2022856, R-RNO-2022860, R-RNO-2022887, R-RNO-2022919, R-RNO-2024084, R-RNO-2024108, R-RNO-2076383, R-RNO-2076392, R-RNO-2076419, R-RNO-2076508, R-RNO-2076611, R-RNO-2404131, R-RNO-2423785	input	input	P26260	P34900	R-RNO-1667005, R-RNO-1678694, R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981, R-RNO-2022851, R-RNO-2022856, R-RNO-2022860, R-RNO-2022887, R-RNO-2022919, R-RNO-2024084, R-RNO-2024108, R-RNO-2076383, R-RNO-2076392, R-RNO-2076419, R-RNO-2076508, R-RNO-2076611, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Sdc1 [lysosomal lumen], Sdc1 [plasma membrane], Sdc1 [Golgi lumen]	Sdc2 [lysosomal lumen], Sdc2 [plasma membrane], Sdc2 [Golgi lumen]	*		*	*	*		DefinedSet, Complex	DefinedSet, Complex	SameComplex	input_input		Solid					*			
P26260_P34901	R-RNO-1667005, R-RNO-1678694, R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981, R-RNO-2022851, R-RNO-2022856, R-RNO-2022860, R-RNO-2022887, R-RNO-2022919, R-RNO-2024084, R-RNO-2024108, R-RNO-2076383, R-RNO-2076392, R-RNO-2076419, R-RNO-2076508, R-RNO-2076611, R-RNO-2404131, R-RNO-2423785	input	input	P26260	P34901	R-RNO-1667005, R-RNO-1678694, R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981, R-RNO-2022851, R-RNO-2022856, R-RNO-2022860, R-RNO-2022887, R-RNO-2022919, R-RNO-2024084, R-RNO-2024108, R-RNO-2076383, R-RNO-2076392, R-RNO-2076419, R-RNO-2076508, R-RNO-2076611, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Sdc1 [lysosomal lumen], Sdc1 [plasma membrane], Sdc1 [Golgi lumen]	Sdc4 [lysosomal lumen], Sdc4 [plasma membrane], Sdc4 [Golgi lumen]	*		*	*	*		DefinedSet, Complex	DefinedSet, Complex	SameComplex	input_input		Solid					*			
P26260_P35053	R-RNO-1667005, R-RNO-1678694, R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981, R-RNO-2022851, R-RNO-2022856, R-RNO-2022860, R-RNO-2022887, R-RNO-2022919, R-RNO-2024084, R-RNO-2024108, R-RNO-2076383, R-RNO-2076392, R-RNO-2076419, R-RNO-2076508, R-RNO-2076611, R-RNO-2404131, R-RNO-2423785	input	input	P35053	P26260	R-RNO-1667005, R-RNO-1678694, R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981, R-RNO-2022851, R-RNO-2022856, R-RNO-2022860, R-RNO-2022887, R-RNO-2022919, R-RNO-2024084, R-RNO-2024108, R-RNO-2076383, R-RNO-2076392, R-RNO-2076419, R-RNO-2076508, R-RNO-2076611, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Gpc1 [lysosomal lumen], Gpc1 [plasma membrane], Gpc1 [Golgi lumen]	Sdc1 [lysosomal lumen], Sdc1 [plasma membrane], Sdc1 [Golgi lumen]		*	*	*		*	DefinedSet, Complex	DefinedSet, Complex	SameComplex	input_input		Solid					*			
P26260_P47853	R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981	input	input	P26260	P47853	R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	Bgn [Golgi lumen]	*		*	*	*		DefinedSet	DefinedSet	SameComplex	input_input		Solid					*			
P26260_P51653	R-RNO-1667005, R-RNO-1678694, R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981, R-RNO-2022851, R-RNO-2022856, R-RNO-2022860, R-RNO-2022887, R-RNO-2022919, R-RNO-2024084, R-RNO-2024108, R-RNO-2076383, R-RNO-2076392, R-RNO-2076419, R-RNO-2076508, R-RNO-2076611, R-RNO-2404131, R-RNO-2423785	input	input	P51653	P26260	R-RNO-1667005, R-RNO-1678694, R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981, R-RNO-2022851, R-RNO-2022856, R-RNO-2022860, R-RNO-2022887, R-RNO-2022919, R-RNO-2024084, R-RNO-2024108, R-RNO-2076383, R-RNO-2076392, R-RNO-2076419, R-RNO-2076508, R-RNO-2076611, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Gpc2 [lysosomal lumen], Gpc2 [plasma membrane], Gpc2 [Golgi lumen]	Sdc1 [lysosomal lumen], Sdc1 [plasma membrane], Sdc1 [Golgi lumen]		*	*	*		*	DefinedSet, Complex	DefinedSet, Complex	SameComplex	input_input		Solid					*			
P26260_P55068	R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981	input	input	P26260	P55068	R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	Bcan [Golgi lumen]	*	*	*	*	*	*	DefinedSet	DefinedSet	SameComplex	input_input		Solid					*		*	
P26260_P98158	R-RNO-2404131	input	catalyst	P26260	P98158	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	LRP2 [plasma membrane]	*		*	*	*		Complex	CandidateSet	Others	input_catalyst		Solid					*			
P26260_Q00657	R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981	input	input	P26260	Q00657	R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	Cspg4 [Golgi lumen]	*		*	*	*		DefinedSet	DefinedSet	SameComplex	input_input		Solid					*			
P26260_Q01129	R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981	input	input	P26260	Q01129	R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	Dcn [Golgi lumen]	*		*	*	*		DefinedSet	DefinedSet	SameComplex	input_input		Solid					*			
P26260_Q02353	R-RNO-2022860, R-RNO-2022887	input	catalyst	P26260	Q02353	R-RNO-2022860, R-RNO-2022887	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	NDST1 [Golgi membrane]	*	*	*	*	*	*	DefinedSet	CandidateSet	Others	input_catalyst		Solid	*				*			
P26260_Q642B0	R-RNO-1667005, R-RNO-1678694, R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981, R-RNO-2022851, R-RNO-2022856, R-RNO-2022860, R-RNO-2022887, R-RNO-2022919, R-RNO-2024084, R-RNO-2024108, R-RNO-2076383, R-RNO-2076392, R-RNO-2076419, R-RNO-2076508, R-RNO-2076611, R-RNO-2404131, R-RNO-2423785	input	input	Q642B0	P26260	R-RNO-1667005, R-RNO-1678694, R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981, R-RNO-2022851, R-RNO-2022856, R-RNO-2022860, R-RNO-2022887, R-RNO-2022919, R-RNO-2024084, R-RNO-2024108, R-RNO-2076383, R-RNO-2076392, R-RNO-2076419, R-RNO-2076508, R-RNO-2076611, R-RNO-2404131, R-RNO-2423785	GeneProduct_GeneProduct	Gpc4 [lysosomal lumen], Gpc4 [plasma membrane], Gpc4 [Golgi lumen]	Sdc1 [lysosomal lumen], Sdc1 [plasma membrane], Sdc1 [Golgi lumen]		*	*	*		*	DefinedSet, Complex	DefinedSet, Complex	SameComplex	input_input		Solid					*			
P26260_Q71RP1	R-RNO-1667005	input	catalyst	P26260	Q71RP1	R-RNO-1667005	GeneProduct_GeneProduct	Sdc1 [lysosomal lumen]	HPSE(158-543) [lysosomal lumen], HPSE(36-109) [lysosomal lumen]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid					*			
P26260_Q7TMA5	R-RNO-2404131	input	input	P26260	Q7TMA5	R-RNO-2404131	GeneProduct_GeneProduct	Sdc1 [plasma membrane]	Apob [extracellular region]	*		*	*	*		Complex	Complex	SameComplex	input_input		Solid					*			
P26260_Q9EPI0	R-RNO-1878002	input	catalyst	P26260	Q9EPI0	R-RNO-1878002	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	XYLT2 [Golgi membrane]	*		*	*	*		DefinedSet	DefinedSet	Others	input_catalyst		Solid					*			
P26260_Q9EPI1	R-RNO-1878002	input	catalyst	P26260	Q9EPI1	R-RNO-1878002	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	XYLT1 [Golgi membrane]	*		*	*	*		DefinedSet	DefinedSet	Others	input_catalyst		Solid					*			
P26260_Q9ERB4	R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981	input	input	P26260	Q9ERB4	R-RNO-1878002, R-RNO-1889955, R-RNO-1889978, R-RNO-1889981	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	Vcan [Golgi lumen]	*		*	*	*		DefinedSet	DefinedSet	SameComplex	input_input		Solid					*			
P26260_Q9ESG5	R-RNO-2076383	input	catalyst	P26260	Q9ESG5	R-RNO-2076383	GeneProduct_GeneProduct	Sdc1 [Golgi lumen]	HS3ST1 [Golgi lumen]	*		*	*	*		DefinedSet	EntityWithAccessionedSequence	Others	input_catalyst		Solid					*			
P32551_P62898	R-RNO-164651	input	catalyst	P62898	P32551	R-RNO-164651	GeneProduct_GeneProduct	Cytochrome c (oxidised) [mitochondrial inner membrane]	Uqcrc2 [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
P35171_P62898	R-RNO-163214	input	catalyst	P62898	P35171	R-RNO-163214	GeneProduct_GeneProduct	Cytochrome c (reduced) [mitochondrial inner membrane]	Cox7a2 [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
P62898_P80431	R-RNO-163214	input	catalyst	P62898	P80431	R-RNO-163214	GeneProduct_GeneProduct	Cytochrome c (reduced) [mitochondrial inner membrane]	Cox7b [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
P62898_P80432	R-RNO-163214	input	catalyst	P62898	P80432	R-RNO-163214	GeneProduct_GeneProduct	Cytochrome c (reduced) [mitochondrial inner membrane]	Cox7c [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
P62898_P80433	R-RNO-163214	input	catalyst	P62898	P80433	R-RNO-163214	GeneProduct_GeneProduct	Cytochrome c (reduced) [mitochondrial inner membrane]	Cox8a [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
P62898_Q5M9I5	R-RNO-164651	input	catalyst	P62898	Q5M9I5	R-RNO-164651	GeneProduct_GeneProduct	Cytochrome c (oxidised) [mitochondrial inner membrane]	Uqcrh [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
P62898_Q68FY0	R-RNO-164651	input	catalyst	P62898	Q68FY0	R-RNO-164651	GeneProduct_GeneProduct	Cytochrome c (oxidised) [mitochondrial inner membrane]	Uqcrc1 [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
P62898_Q7TQ16	R-RNO-164651	input	catalyst	P62898	Q7TQ16	R-RNO-164651	GeneProduct_GeneProduct	Cytochrome c (oxidised) [mitochondrial inner membrane]	Uqcrq [mitochondrial inner membrane]	*		*	*	*		DefinedSet	Complex	Others	input_catalyst		Solid							*	
P80431_Q5I0I9	R-RNO-9865579	input	catalyst	P80431	Q5I0I9	R-RNO-9865579	GeneProduct_GeneProduct	Cox7b [mitochondrial inner membrane]	Coq10b [mitochondrial inner membrane]		*	*	*		*	EntityWithAccessionedSequence	Complex	Others	input_catalyst		Solid			*					
P80432_Q5I0I9	R-RNO-9865579	input	catalyst	P80432	Q5I0I9	R-RNO-9865579	GeneProduct_GeneProduct	Cox7c [mitochondrial inner membrane]	Coq10b [mitochondrial inner membrane]		*	*	*		*	EntityWithAccessionedSequence	Complex	Others	input_catalyst		Solid			*					
P80433_Q5I0I9	R-RNO-9865579	input	catalyst	P80433	Q5I0I9	R-RNO-9865579	GeneProduct_GeneProduct	Cox8a [mitochondrial inner membrane]	Coq10b [mitochondrial inner membrane]		*	*	*		*	DefinedSet	Complex	Others	input_catalyst		Solid			*					
Q5I0I9_Q5U2X7	R-RNO-9865579	input	catalyst	Q5U2X7	Q5I0I9	R-RNO-9865579	GeneProduct_GeneProduct	Timm21 [mitochondrial inner membrane]	Coq10b [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	Others	input_catalyst		Solid			*					
Q5I0I9_Q5XFV8	R-RNO-9865579	input	catalyst	Q5XFV8	Q5I0I9	R-RNO-9865579	GeneProduct_GeneProduct	Cox14 [mitochondrial inner membrane]	Coq10b [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	Others	input_catalyst		Solid			*					
Q5I0I9_Q9QXU2	R-RNO-9865579	input	catalyst	Q9QXU2	Q5I0I9	R-RNO-9865579	GeneProduct_GeneProduct	Surf1 [mitochondrial inner membrane]	Coq10b [mitochondrial inner membrane]		*	*	*		*	Complex	Complex	Others	input_catalyst		Solid			*					
