type1	type2	mappingID1	mappingID2	Reaction ID	Relationship	pair1	pair2	SeedNode1	SeedNode2	detectedPair1	detectedPair2	SigNode1	SigNode2	sorted_pairs	EdgeColor	EdgeLine	8_diff	7_diff	6_diff	5_diff	4_diff	3_diff	2_diff	1_diff
input	catalyst	C00010	Suclg1	R00405, R00432, R00727, R02404, R02405, R02406	Metabolite_GeneProduct	CoA	Suclg1	*		*	*	*		C00010_Suclg1	Enzyme	Solid				*				
input	catalyst	C00042	Suclg1	R00405, R00432, R00727	Metabolite_GeneProduct	Succinate	Suclg1	*		*	*	*		C00042_Suclg1	Enzyme	Solid							*	
input	catalyst	C00044	Suclg1	R00432, R02405	Metabolite_GeneProduct	GTP	Suclg1	*		*	*	*		C00044_Suclg1	Enzyme	Solid	*	*						
input	catalyst	C00010	Suclg2	R00405, R02404	Metabolite_GeneProduct	CoA	Suclg2	*		*	*	*		C00010_Suclg2	Enzyme	Solid				*				
input	catalyst	C00042	Suclg2	R00405	Metabolite_GeneProduct	Succinate	Suclg2	*		*	*	*		C00042_Suclg2	Enzyme	Solid							*	
output	catalyst	C00085	Taldo1	R08575	Metabolite_GeneProduct	D-Fructose 6-phosphate	Taldo1	*		*	*	*		C00085_Taldo1	Enzyme	Solid	*							
input	catalyst	C05382	Taldo1	R01827, R08575	Metabolite_GeneProduct	Sedoheptulose 7-phosphate	Taldo1	*		*	*	*		C05382_Taldo1	Enzyme	Solid	*							
input	catalyst	C00025	Tat	R07396	Metabolite_GeneProduct	L-Glutamate	Tat	*		*	*	*		C00025_Tat	Enzyme	Solid					*			
input	catalyst	C00078	Tdo2	R00678	Metabolite_GeneProduct	L-Tryptophan	Tdo2	*	*	*	*	*	*	C00078_Tdo2	Enzyme	Solid					*	*		
input	catalyst	C00016	Tkfc	R07636	Metabolite_GeneProduct	FAD	Tkfc	*		*	*	*		C00016_Tkfc	Enzyme	Solid					*			
output	catalyst	C00111	Tkfc	R01011	Metabolite_GeneProduct	Glycerone phosphate	Tkfc	*		*	*	*		C00111_Tkfc	Enzyme	Solid	*							
input	catalyst	C00085	Tkt	R01067	Metabolite_GeneProduct	D-Fructose 6-phosphate	Tkt	*	*	*	*	*	*	C00085_Tkt	Enzyme	Solid	*				*			
input	catalyst	C00117	Tkt	R06590	Metabolite_GeneProduct	D-Ribose 5-phosphate	Tkt	*	*	*	*	*	*	C00117_Tkt	Enzyme	Solid	*				*			
input	catalyst	C00118	Tkt	R01067, R01641, R01830	Metabolite_GeneProduct	D-Glyceraldehyde 3-phosphate	Tkt		*	*	*		*	C00118_Tkt	Enzyme	Solid					*			
output	catalyst	C00279	Tkt	R01067, R01830	Metabolite_GeneProduct	D-Erythrose 4-phosphate	Tkt		*	*	*		*	C00279_Tkt	Enzyme	Solid					*			
input	catalyst	C05382	Tkt	R01641, R06863	Metabolite_GeneProduct	Sedoheptulose 7-phosphate	Tkt	*	*	*	*	*	*	C05382_Tkt	Enzyme	Solid	*				*			
input	catalyst	C00111	Tpi1	R01016	Metabolite_GeneProduct	Glycerone phosphate	Tpi1	*		*	*	*		C00111_Tpi1	Enzyme	Solid	*							
output	catalyst	C00020	Trpm2	R01054	Metabolite_GeneProduct	AMP	Trpm2		*	*	*		*	C00020_Trpm2	Enzyme	Solid						*		
output	catalyst	C00117	Trpm2	R01054	Metabolite_GeneProduct	D-Ribose 5-phosphate	Trpm2	*	*	*	*	*	*	C00117_Trpm2	Enzyme	Solid	*					*		
input	catalyst	C00301	Trpm2	R01054	Metabolite_GeneProduct	ADP-ribose	Trpm2		*	*	*		*	C00301_Trpm2	Enzyme	Solid						*		
input	catalyst	C00051	Txndc12	R02824	Metabolite_GeneProduct	Glutathione	Txndc12	*		*	*	*		C00051_Txndc12	Enzyme	Solid			*	*				
input	catalyst	C00127	Txndc12	R03915	Metabolite_GeneProduct	Glutathione disulfide	Txndc12	*		*	*	*		C00127_Txndc12	Enzyme	Solid							*	
input	catalyst	C00005	Txnrd1	R00113, R09372	Metabolite_GeneProduct	NADPH	Txnrd1		*	*	*		*	C00005_Txnrd1	Enzyme	Solid			*					
input	catalyst	C00051	Txnrd1	R00900	Metabolite_GeneProduct	Glutathione	Txnrd1	*	*	*	*	*	*	C00051_Txnrd1	Enzyme	Solid			*	*				
input	catalyst	C00097	Txnrd1	R00900	Metabolite_GeneProduct	L-Cysteine	Txnrd1	*	*	*	*	*	*	C00097_Txnrd1	Enzyme	Solid			*				*	*
input	catalyst	C00005	Txnrd2	R09372	Metabolite_GeneProduct	NADPH	Txnrd2		*	*	*		*	C00005_Txnrd2	Enzyme	Solid	*							
input	catalyst	C00051	Txnrd2	R00900	Metabolite_GeneProduct	Glutathione	Txnrd2	*	*	*	*	*	*	C00051_Txnrd2	Enzyme	Solid	*		*	*				
input	catalyst	C00097	Txnrd2	R00900	Metabolite_GeneProduct	L-Cysteine	Txnrd2	*	*	*	*	*	*	C00097_Txnrd2	Enzyme	Solid	*		*				*	*
output	catalyst	C00242	Tymp	R01969	Metabolite_GeneProduct	Guanine	Tymp	*		*	*	*		C00242_Tymp	Enzyme	Solid	*							
output	catalyst	C00043	Uap1l1	R00416	Metabolite_GeneProduct	UDP-N-acetyl-alpha-D-glucosamine	Uap1l1	*		*	*	*		C00043_Uap1l1	Enzyme	Solid							*	
input	catalyst	C00075	Uap1l1	R00416, R10183	Metabolite_GeneProduct	UTP	Uap1l1	*		*	*	*		C00075_Uap1l1	Enzyme	Solid	*	*				*	*	*
output	catalyst	C00004	Ugdh	R00286	Metabolite_GeneProduct	NADH	Ugdh		*	*	*		*	C00004_Ugdh	Enzyme	Solid					*			
input	catalyst	C00029	Ugdh	R00286	Metabolite_GeneProduct	UDP-glucose	Ugdh	*	*	*	*	*	*	C00029_Ugdh	Enzyme	Solid					*		*	
output	catalyst	C00167	Ugdh	R00286	Metabolite_GeneProduct	UDP-glucuronate	Ugdh		*	*	*		*	C00167_Ugdh	Enzyme	Solid					*			
input	catalyst	C00366	Uox	R02106	Metabolite_GeneProduct	Urate	Uox	*	*	*	*	*	*	C00366_Uox	Enzyme	Solid					*			*
