metabolite_accession	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	GeneName
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP07348	UDP-glucuronosyltransferase 2A3	Q6UWM9	Enzyme	Ugt2a3
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP07407	Ribonucleoside-diphosphate reductase subunit M2 B	Q7LG56	Unknown	Rrm2b
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP07409	UMP-CMP kinase 2, mitochondrial	Q5EBM0	Enzyme	Cmpk2
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP07410	Uridine-cytidine kinase-like 1	Q9NWZ5	Enzyme	Uckl1
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP07670	Ectonucleoside triphosphate diphosphohydrolase 8	Q5MY95	Unknown	Entpd8
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP07711	Polypeptide N-acetylgalactosaminyltransferase-like 6	Q49A17	Unknown	Galntl6
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP07712	Putative polypeptide N-acetylgalactosaminyltransferase-like protein 5	Q7Z4T8	Unknown	Galntl5
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP08852	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1	Q8WZA1	Unknown	Pomgnt1
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP09151	Beta-1,4-N-acetylgalactosaminyltransferase 3	Q6L9W6	Enzyme	B4galnt3
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP09173	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1	Q76KP1	Enzyme	B4galnt4
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP11564	UDP-N-acetylglucosamine transferase subunit ALG13 homolog	Q9NP73	Enzyme	Alg13l1
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP11731	EGF domain-specific O-linked N-acetylglucosamine transferase	Q5NDL2	Unknown	Eogt
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP11742	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase	Q02742	Unknown	Gcnt1
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP11743	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3	O95395	Unknown	Gcnt3
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP11744	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4	Q9P109	Unknown	Gcnt4
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP11751	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase, isoform A	Q8N0V5	Unknown	Gcnt2
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP11752	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase, isoform C	Q8NFS9	Unknown	Gcnt2
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP11771	Glucoside xylosyltransferase 1	Q4G148	Unknown	Gxylt1
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP11772	Glucoside xylosyltransferase 2	A0PJZ3	Unknown	Gxylt2
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP11826	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	P26572	Unknown	Mgat1
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP11827	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C	Q9UBM8	Unknown	Mgat4c
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP11828	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	Q3V5L5	Unknown	Mgat5b
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP11852	Nucleoside diphosphate kinase homolog 5	P56597	Unknown	Nme5
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP11997	UDP-glucuronosyltransferase 3A2	Q3SY77	Unknown	Ugt3a1
HMDB0000295	Uridine 5'-diphosphate	C9H14N2O12P2	HMDBP12008	Xyloside xylosyltransferase 1	Q8NBI6	Unknown	Xxylt1
HMDB0000296	Uridine	C9H12N2O6	HMDBP00001	5'-nucleotidase	P21589	Unknown	Nt5e
HMDB0000296	Uridine	C9H12N2O6	HMDBP00004	Cytosolic 5'-nucleotidase 1B	Q96P26	Unknown	Nt5c1b
HMDB0000296	Uridine	C9H12N2O6	HMDBP00005	Cytosolic 5'-nucleotidase 1A	Q9BXI3	Unknown	Nt5c1a
HMDB0000296	Uridine	C9H12N2O6	HMDBP00006	5'(3')-deoxyribonucleotidase, cytosolic type	Q8TCD5	Unknown	Nt5c
HMDB0000296	Uridine	C9H12N2O6	HMDBP00008	5'(3')-deoxyribonucleotidase, mitochondrial	Q9NPB1	Unknown	Nt5m
HMDB0000296	Uridine	C9H12N2O6	HMDBP00105	Uridine-cytidine kinase 1	Q9HA47	Unknown	Uck1
HMDB0000296	Uridine	C9H12N2O6	HMDBP01098	tRNA pseudouridine synthase A, mitochondrial	Q9Y606	Enzyme	Pus1
HMDB0000296	Uridine	C9H12N2O6	HMDBP01675	H/ACA ribonucleoprotein complex subunit 4	O60832	Enzyme	Dkc1
HMDB0000296	Uridine	C9H12N2O6	HMDBP02576	Uridine-cytidine kinase 2	Q9BZX2	Unknown	Uck2
HMDB0000296	Uridine	C9H12N2O6	HMDBP05584	Cytidine deaminase	P32320	Unknown	Cda
HMDB0000296	Uridine	C9H12N2O6	HMDBP06423	Uridine phosphorylase 1	Q16831	Enzyme	Upp1
HMDB0000296	Uridine	C9H12N2O6	HMDBP06424	Uridine phosphorylase 2	O95045	Enzyme	Upp2
HMDB0000296	Uridine	C9H12N2O6	HMDBP07410	Uridine-cytidine kinase-like 1	Q9NWZ5	Enzyme	Uckl1
HMDB0000296	Uridine	C9H12N2O6	HMDBP09194	Putative tRNA pseudouridine synthase Pus10	Q3MIT2	Enzyme	Pus10
HMDB0000296	Uridine	C9H12N2O6	HMDBP09195	tRNA pseudouridine synthase 3	Q9BZE2	Enzyme	Pus3
HMDB0000296	Uridine	C9H12N2O6	HMDBP10644	tRNA pseudouridine synthase-like 1	Q8N0Z8	Enzyme	Pusl1
HMDB0000296	Uridine	C9H12N2O6	HMDBP10683	DNA dC->dU-editing enzyme APOBEC-3H	Q6NTF7	Enzyme	Apobec3
HMDB0000296	Uridine	C9H12N2O6	HMDBP11605	Activation-induced cytidine deaminase	Q9GZX7	Unknown	Aicda
HMDB0000299	Xanthosine	C10H12N4O6	HMDBP00001	5'-nucleotidase	P21589	Unknown	Nt5e
HMDB0000299	Xanthosine	C10H12N4O6	HMDBP00004	Cytosolic 5'-nucleotidase 1B	Q96P26	Unknown	Nt5c1b
HMDB0000299	Xanthosine	C10H12N4O6	HMDBP00005	Cytosolic 5'-nucleotidase 1A	Q9BXI3	Unknown	Nt5c1a
HMDB0000299	Xanthosine	C10H12N4O6	HMDBP00006	5'(3')-deoxyribonucleotidase, cytosolic type	Q8TCD5	Unknown	Nt5c
HMDB0000299	Xanthosine	C10H12N4O6	HMDBP00008	5'(3')-deoxyribonucleotidase, mitochondrial	Q9NPB1	Unknown	Nt5m
HMDB0000299	Xanthosine	C10H12N4O6	HMDBP00431	Inosine triphosphate pyrophosphatase	Q9BY32	Unknown	Itpa
HMDB0000300	Uracil	C4H4N2O2	HMDBP00727	Dihydropyrimidine dehydrogenase [NADP(+)]	Q12882	Unknown	Dpyd
HMDB0000300	Uracil	C4H4N2O2	HMDBP03818	Thymidine phosphorylase	P19971	Enzyme	Tymp
HMDB0000300	Uracil	C4H4N2O2	HMDBP06423	Uridine phosphorylase 1	Q16831	Enzyme	Upp1
HMDB0000300	Uracil	C4H4N2O2	HMDBP06424	Uridine phosphorylase 2	O95045	Enzyme	Upp2
HMDB0000300	Uracil	C4H4N2O2	HMDBP07410	Uridine-cytidine kinase-like 1	Q9NWZ5	Enzyme	Uckl1
HMDB0000300	Uracil	C4H4N2O2	HMDBP10684	Uracil phosphoribosyltransferase homolog	Q96BW1	Enzyme	Uprt
HMDB0000300	Uracil	C4H4N2O2	HMDBP10776	Uracil nucleotide/cysteinyl leukotriene receptor	Q13304	Unknown	Gpr17
HMDB0000301	Urocanic acid	C6H6N2O2	HMDBP00683	Histidine ammonia-lyase	P42357	Enzyme	Hal
HMDB0000301	Urocanic acid	C6H6N2O2	HMDBP00914	Urocanate hydratase	Q96N76	Unknown	Uroc1
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP00371	Beta-1,4-galactosyltransferase 2	O60909	Unknown	B4galt2
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP00372	Alpha-lactalbumin	P00709	Enzyme	Lalba
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP00377	Beta-1,4-galactosyltransferase 1	P15291	Unknown	B4galt1
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP00462	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	O60568	Unknown	Plod3
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP00874	Lactosylceramide 4-alpha-galactosyltransferase	Q9NPC4	Enzyme	A4galt
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP00904	UDP-glucose 4-epimerase	Q14376	Unknown	Gale
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP01032	Beta-1,4-galactosyltransferase 3	O60512	Unknown	B4galt3
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP01033	Beta-1,4-galactosyltransferase 4	O60513	Unknown	B4galt4
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP01092	Galactose-1-phosphate uridylyltransferase	P07902	Unknown	Galt
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP01100	Histo-blood group ABO system transferase	P16442	Unknown	Abo2
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP01101	2-hydroxyacylsphingosine 1-beta-galactosyltransferase	Q16880	Enzyme	Ugt8
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP01102	Beta-1,3-galactosyltransferase 4	O96024	Enzyme	Rps18
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP02959	Beta-1,4-galactosyltransferase 7	Q9UBV7	Unknown	B4galt7
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP03281	Beta-1,3-galactosyltransferase 6	Q96L58	Unknown	B3galt6
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP06975	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	Q9NS00	Unknown	C1galt1
HMDB0000302	Uridine diphosphategalactose	C15H24N2O17P2	HMDBP07258	Beta-1,4-galactosyltransferase 6	Q9UBX8	Unknown	B4galt6
HMDB0000303	Tryptamine	C10H12N2	HMDBP00030	Serotonin N-acetyltransferase	Q16613	Enzyme	Aanat
HMDB0000303	Tryptamine	C10H12N2	HMDBP00161	Amine oxidase [flavin-containing] B	P27338	Unknown	Maob
HMDB0000303	Tryptamine	C10H12N2	HMDBP00169	Amine oxidase [flavin-containing] A	P21397	Unknown	Maoa
HMDB0000303	Tryptamine	C10H12N2	HMDBP00278	Aromatic-L-amino-acid decarboxylase	P20711	Enzyme	Ddc
HMDB0000303	Tryptamine	C10H12N2	HMDBP00415	Indolethylamine N-methyltransferase	O95050	Unknown	Inmt
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP00465	Chondroitin sulfate N-acetylgalactosaminyltransferase 1	Q8TDX6	Enzyme	Csgalnact1
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP00873	Beta-1,4 N-acetylgalactosaminyltransferase 1	Q00973	Enzyme	B4galnt1
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP00993	Polypeptide N-acetylgalactosaminyltransferase 11	Q8NCW6	Unknown	Galnt11
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP00995	Polypeptide N-acetylgalactosaminyltransferase 3	Q14435	Unknown	Galnt3
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP00999	Polypeptide N-acetylgalactosaminyltransferase 10	Q86SR1	Unknown	Galnt10
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP01000	Polypeptide N-acetylgalactosaminyltransferase 13	Q8IUC8	Unknown	Galnt13
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP01003	N-acetylgalactosaminyltransferase 7	Q86SF2	Unknown	Galnt7
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP01004	Polypeptide N-acetylgalactosaminyltransferase 6	Q8NCL4	Unknown	Galnt6
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP01005	Polypeptide N-acetylgalactosaminyltransferase 14	Q96FL9	Unknown	Galnt14
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP01006	Polypeptide N-acetylgalactosaminyltransferase 2	Q10471	Unknown	Galnt2
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP01007	Polypeptide N-acetylgalactosaminyltransferase 12	Q8IXK2	Unknown	Galnt12
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP01008	Polypeptide N-acetylgalactosaminyltransferase 1	Q10472	Unknown	Galnt1
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP01009	Polypeptide N-acetylgalactosaminyltransferase 5	Q7Z7M9	Unknown	Galnt5
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP01054	UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1	O75752	Unknown	B3galnt1
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP01100	Histo-blood group ABO system transferase	P16442	Unknown	Abo2
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP01103	Chondroitin sulfate synthase 3	Q70JA7	Unknown	Chsy3
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP01104	Chondroitin sulfate synthase 2	Q8IZ52	Unknown	Chpf
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP01105	Chondroitin sulfate synthase 1	Q86X52	Unknown	Chsy1
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP01707	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	O15294	Enzyme	Ogt
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP03011	Polypeptide N-acetylgalactosaminyltransferase 13	Q68VI8	Enzyme	Galnt13
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP03197	Chondroitin sulfate N-acetylgalactosaminyltransferase 2	Q8N6G5	Enzyme	Csgalnact2
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP05284	Polypeptide N-acetylgalactosaminyltransferase 9	Q9HCQ5	Unknown	Galnt9
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP07711	Polypeptide N-acetylgalactosaminyltransferase-like 6	Q49A17	Unknown	Galntl6
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP07712	Putative polypeptide N-acetylgalactosaminyltransferase-like protein 5	Q7Z4T8	Unknown	Galntl5
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP09151	Beta-1,4-N-acetylgalactosaminyltransferase 3	Q6L9W6	Enzyme	B4galnt3
HMDB0000304	Uridine diphosphate-N-acetylgalactosamine	C17H27N3O17P2	HMDBP09173	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1	Q76KP1	Enzyme	B4galnt4
HMDB0000305	Vitamin A	C20H30O	HMDBP00243	Diacylglycerol O-acyltransferase 1	O75907	Enzyme	Dgat1
HMDB0000305	Vitamin A	C20H30O	HMDBP00495	11-cis retinol dehydrogenase	Q92781	Unknown	Rdh5
HMDB0000305	Vitamin A	C20H30O	HMDBP00780	Alcohol dehydrogenase class-3	P11766	Unknown	Adh5
HMDB0000305	Vitamin A	C20H30O	HMDBP00782	Alcohol dehydrogenase 1B	P00325	Unknown	Adh1c
HMDB0000305	Vitamin A	C20H30O	HMDBP00783	Alcohol dehydrogenase class 4 mu/sigma chain	P40394	Unknown	Adh7
HMDB0000305	Vitamin A	C20H30O	HMDBP00784	Alcohol dehydrogenase 1A	P07327	Unknown	Adh1c
HMDB0000305	Vitamin A	C20H30O	HMDBP00785	Alcohol dehydrogenase 6	P28332	Unknown	Adh6
HMDB0000305	Vitamin A	C20H30O	HMDBP00786	Alcohol dehydrogenase 1C	P00326	Unknown	Adh1c
HMDB0000305	Vitamin A	C20H30O	HMDBP01912	Lecithin retinol acyltransferase	O95237	Enzyme	Lrat
HMDB0000305	Vitamin A	C20H30O	HMDBP02862	17-beta-hydroxysteroid dehydrogenase type 6	O14756	Unknown	Hsd17b6
HMDB0000305	Vitamin A	C20H30O	HMDBP04483	Diacylglycerol O-acyltransferase 2	Q96PD7	Enzyme	Dgat2
HMDB0000305	Vitamin A	C20H30O	HMDBP05439	Retinol dehydrogenase 8	Q9NYR8	Enzyme	Rdh8
HMDB0000305	Vitamin A	C20H30O	HMDBP05442	Retinol dehydrogenase 11	Q8TC12	Enzyme	Rdh11
HMDB0000305	Vitamin A	C20H30O	HMDBP06176	Retinol dehydrogenase 10	Q8IZV5	Enzyme	Rdh10
HMDB0000305	Vitamin A	C20H30O	HMDBP07278	Acyl-CoA wax alcohol acyltransferase 1	Q58HT5	Enzyme	Awat1
HMDB0000305	Vitamin A	C20H30O	HMDBP07279	Acyl-CoA wax alcohol acyltransferase 2	Q6E213	Enzyme	Awat2
HMDB0000305	Vitamin A	C20H30O	HMDBP08290	All-trans-retinol 13,14-reductase	Q6NUM9	Unknown	Retsat
HMDB0000305	Vitamin A	C20H30O	HMDBP08892	Short-chain dehydrogenase/reductase 3	O75911	Enzyme	Dhrs3
HMDB0000305	Vitamin A	C20H30O	HMDBP11906	Epidermal retinol dehydrogenase 2	Q8N3Y7	Unknown	Sdr16c5
HMDB0000306	Tyramine	C8H11NO	HMDBP00087	Tyrosinase	P14679	Unknown	Tyr
HMDB0000306	Tyramine	C8H11NO	HMDBP00161	Amine oxidase [flavin-containing] B	P27338	Unknown	Maob
HMDB0000306	Tyramine	C8H11NO	HMDBP00169	Amine oxidase [flavin-containing] A	P21397	Unknown	Maoa
HMDB0000306	Tyramine	C8H11NO	HMDBP00278	Aromatic-L-amino-acid decarboxylase	P20711	Enzyme	Ddc
HMDB0000306	Tyramine	C8H11NO	HMDBP00393	Membrane primary amine oxidase	Q16853	Unknown	G6pc1
HMDB0000306	Tyramine	C8H11NO	HMDBP01601	Alpha-2A adrenergic receptor	P08913	Enzyme	Adra2a
HMDB0000306	Tyramine	C8H11NO	HMDBP01602	Alpha-2B adrenergic receptor	P18089	Enzyme	Adra2b
HMDB0000306	Tyramine	C8H11NO	HMDBP10805	Trace amine-associated receptor 1	Q96RJ0	Unknown	Taar1
HMDB0000307	1beta-Hydroxycholic acid	C24H40O6	HMDBP00446	Solute carrier organic anion transporter family member 1B3	Q9NPD5	Transporter	Slco1b2
HMDB0000307	1beta-Hydroxycholic acid	C24H40O6	HMDBP00454	Solute carrier organic anion transporter family member 1B1	Q9Y6L6	Transporter	Slco1b2
HMDB0000307	1beta-Hydroxycholic acid	C24H40O6	HMDBP02040	Canalicular multispecific organic anion transporter 2	O15438	Transporter	Abcc3
HMDB0000307	1beta-Hydroxycholic acid	C24H40O6	HMDBP02052	Bile salt export pump	O95342	Transporter	Abcb11
HMDB0000307	1beta-Hydroxycholic acid	C24H40O6	HMDBP02461	Ileal sodium/bile acid cotransporter	Q12908	Transporter	Slc10a2
HMDB0000307	1beta-Hydroxycholic acid	C24H40O6	HMDBP02550	Sodium/bile acid cotransporter	Q14973	Transporter	Slc10a1
HMDB0000307	1beta-Hydroxycholic acid	C24H40O6	HMDBP02683	Solute carrier organic anion transporter family member 1A2	P46721	Transporter	Slco1a5
HMDB0000307	1beta-Hydroxycholic acid	C24H40O6	HMDBP03202	Solute carrier organic anion transporter family member 4A1	Q96BD0	Transporter	Slco4a1
HMDB0000307	1beta-Hydroxycholic acid	C24H40O6	HMDBP09119	Gastrotropin	P51161	Unknown	Fabp6
HMDB0000308	3b-Hydroxy-5-cholenoic acid	C24H38O3	HMDBP00446	Solute carrier organic anion transporter family member 1B3	Q9NPD5	Transporter	Slco1b2
HMDB0000308	3b-Hydroxy-5-cholenoic acid	C24H38O3	HMDBP00454	Solute carrier organic anion transporter family member 1B1	Q9Y6L6	Transporter	Slco1b2
HMDB0000308	3b-Hydroxy-5-cholenoic acid	C24H38O3	HMDBP02040	Canalicular multispecific organic anion transporter 2	O15438	Transporter	Abcc3
HMDB0000308	3b-Hydroxy-5-cholenoic acid	C24H38O3	HMDBP02052	Bile salt export pump	O95342	Transporter	Abcb11
HMDB0000308	3b-Hydroxy-5-cholenoic acid	C24H38O3	HMDBP02461	Ileal sodium/bile acid cotransporter	Q12908	Transporter	Slc10a2
HMDB0000308	3b-Hydroxy-5-cholenoic acid	C24H38O3	HMDBP02550	Sodium/bile acid cotransporter	Q14973	Transporter	Slc10a1
HMDB0000308	3b-Hydroxy-5-cholenoic acid	C24H38O3	HMDBP02683	Solute carrier organic anion transporter family member 1A2	P46721	Transporter	Slco1a5
HMDB0000308	3b-Hydroxy-5-cholenoic acid	C24H38O3	HMDBP03202	Solute carrier organic anion transporter family member 4A1	Q96BD0	Transporter	Slco4a1
HMDB0000308	3b-Hydroxy-5-cholenoic acid	C24H38O3	HMDBP09119	Gastrotropin	P51161	Unknown	Fabp6
HMDB0000311	3b,4b,7a,12a-Tetrahydroxy-5b-cholanoic acid	C24H40O6	HMDBP00446	Solute carrier organic anion transporter family member 1B3	Q9NPD5	Transporter	Slco1b2
HMDB0000311	3b,4b,7a,12a-Tetrahydroxy-5b-cholanoic acid	C24H40O6	HMDBP00454	Solute carrier organic anion transporter family member 1B1	Q9Y6L6	Transporter	Slco1b2
HMDB0000311	3b,4b,7a,12a-Tetrahydroxy-5b-cholanoic acid	C24H40O6	HMDBP02040	Canalicular multispecific organic anion transporter 2	O15438	Transporter	Abcc3
HMDB0000311	3b,4b,7a,12a-Tetrahydroxy-5b-cholanoic acid	C24H40O6	HMDBP02052	Bile salt export pump	O95342	Transporter	Abcb11
HMDB0000311	3b,4b,7a,12a-Tetrahydroxy-5b-cholanoic acid	C24H40O6	HMDBP02461	Ileal sodium/bile acid cotransporter	Q12908	Transporter	Slc10a2
HMDB0000311	3b,4b,7a,12a-Tetrahydroxy-5b-cholanoic acid	C24H40O6	HMDBP02550	Sodium/bile acid cotransporter	Q14973	Transporter	Slc10a1
HMDB0000311	3b,4b,7a,12a-Tetrahydroxy-5b-cholanoic acid	C24H40O6	HMDBP02683	Solute carrier organic anion transporter family member 1A2	P46721	Transporter	Slco1a5
HMDB0000311	3b,4b,7a,12a-Tetrahydroxy-5b-cholanoic acid	C24H40O6	HMDBP03202	Solute carrier organic anion transporter family member 4A1	Q96BD0	Transporter	Slco4a1
HMDB0000311	3b,4b,7a,12a-Tetrahydroxy-5b-cholanoic acid	C24H40O6	HMDBP09119	Gastrotropin	P51161	Unknown	Fabp6
HMDB0000312	3alpha,7alpha,12beta-Trihydroxy-5beta-cholanoic acid	C24H40O5	HMDBP00446	Solute carrier organic anion transporter family member 1B3	Q9NPD5	Transporter	Slco1b2
HMDB0000312	3alpha,7alpha,12beta-Trihydroxy-5beta-cholanoic acid	C24H40O5	HMDBP00454	Solute carrier organic anion transporter family member 1B1	Q9Y6L6	Transporter	Slco1b2
HMDB0000312	3alpha,7alpha,12beta-Trihydroxy-5beta-cholanoic acid	C24H40O5	HMDBP02040	Canalicular multispecific organic anion transporter 2	O15438	Transporter	Abcc3
HMDB0000312	3alpha,7alpha,12beta-Trihydroxy-5beta-cholanoic acid	C24H40O5	HMDBP02052	Bile salt export pump	O95342	Transporter	Abcb11
HMDB0000312	3alpha,7alpha,12beta-Trihydroxy-5beta-cholanoic acid	C24H40O5	HMDBP02461	Ileal sodium/bile acid cotransporter	Q12908	Transporter	Slc10a2
HMDB0000312	3alpha,7alpha,12beta-Trihydroxy-5beta-cholanoic acid	C24H40O5	HMDBP02550	Sodium/bile acid cotransporter	Q14973	Transporter	Slc10a1
HMDB0000312	3alpha,7alpha,12beta-Trihydroxy-5beta-cholanoic acid	C24H40O5	HMDBP02683	Solute carrier organic anion transporter family member 1A2	P46721	Transporter	Slco1a5
HMDB0000312	3alpha,7alpha,12beta-Trihydroxy-5beta-cholanoic acid	C24H40O5	HMDBP03202	Solute carrier organic anion transporter family member 4A1	Q96BD0	Transporter	Slco4a1
HMDB0000312	3alpha,7alpha,12beta-Trihydroxy-5beta-cholanoic acid	C24H40O5	HMDBP09119	Gastrotropin	P51161	Unknown	Fabp6
HMDB0000313	16b-Hydroxyestrone	C18H22O3	HMDBP00447	Estradiol 17-beta-dehydrogenase 2	P37059	Unknown	Hsd17b2
HMDB0000313	16b-Hydroxyestrone	C18H22O3	HMDBP00453	Estradiol 17-beta-dehydrogenase 8	Q92506	Unknown	Hsd17b8
HMDB0000313	16b-Hydroxyestrone	C18H22O3	HMDBP00847	Estradiol 17-beta-dehydrogenase 1	P14061	Unknown	Hsd17b1
HMDB0000313	16b-Hydroxyestrone	C18H22O3	HMDBP00848	3-keto-steroid reductase	P56937	Unknown	Hsd17b7
HMDB0000313	16b-Hydroxyestrone	C18H22O3	HMDBP02862	17-beta-hydroxysteroid dehydrogenase type 6	O14756	Unknown	Hsd17b6
HMDB0000313	16b-Hydroxyestrone	C18H22O3	HMDBP08861	Estradiol 17-beta-dehydrogenase 12	Q53GQ0	Unknown	Hsd17b12
HMDB0000316	2b,3a,7a,12a-Tetrahydroxy-5b-cholanoic acid	C24H40O6	HMDBP00446	Solute carrier organic anion transporter family member 1B3	Q9NPD5	Transporter	Slco1b2
HMDB0000316	2b,3a,7a,12a-Tetrahydroxy-5b-cholanoic acid	C24H40O6	HMDBP00454	Solute carrier organic anion transporter family member 1B1	Q9Y6L6	Transporter	Slco1b2
HMDB0000316	2b,3a,7a,12a-Tetrahydroxy-5b-cholanoic acid	C24H40O6	HMDBP02040	Canalicular multispecific organic anion transporter 2	O15438	Transporter	Abcc3
HMDB0000316	2b,3a,7a,12a-Tetrahydroxy-5b-cholanoic acid	C24H40O6	HMDBP02052	Bile salt export pump	O95342	Transporter	Abcb11
