mappingID1	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	sorted_pairs	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1
HMDB0001201	Guanosine diphosphate	C10H15N5O11P2	HMDBP08511	Ras-related protein Rab-5B	P61020	Unknown	Rab5b	*	*	Unknown	Solid	HMDB0001201_Rab5b								
HMDB0001201	Guanosine diphosphate	C10H15N5O11P2	HMDBP11481	Rho guanine nucleotide exchange factor 7	Q14155	Unknown	Arhgef7	*	*	Unknown	Solid	HMDB0001201_Arhgef7								
HMDB0001201	Guanosine diphosphate	C10H15N5O11P2	HMDBP11512	Rho guanine nucleotide exchange factor 3	Q9NR81	Unknown	Arhgef3	*	*	Unknown	Solid	HMDB0001201_Arhgef3								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP00010	ATP-citrate synthase	P53396	Enzyme	Acly	*	*	Enzyme	Solid	HMDB0001206_Acly								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP00013	Acetyl-CoA acetyltransferase, cytosolic	Q9BWD1	Enzyme	Acat2	*	*	Enzyme	Solid	HMDB0001206_Acat2								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP00031	3-ketoacyl-CoA thiolase, mitochondrial	P42765	Enzyme	Acaa2	*	*	Enzyme	Solid	HMDB0001206_Acaa2								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn	*	*	Enzyme	Solid	HMDB0001206_Fasn								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP00037	Acetyl-coenzyme A synthetase, cytoplasmic	Q9NR19	Enzyme	Acss2	*	*	Enzyme	Solid	HMDB0001206_Acss2								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP00049	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	O75600	Enzyme	Gcat	*	*	Enzyme	Solid	HMDB0001206_Gcat								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP00053	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	Q01581	Enzyme	Hmgcs1	*	*	Enzyme	Solid	HMDB0001206_Hmgcs1								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP00164	Peroxisomal acyl-coenzyme A oxidase 2	Q99424	Unknown	Acox2	*	*	Unknown	Solid	HMDB0001206_Acox2								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP00192	Peroxisomal acyl-coenzyme A oxidase 3	O15254	Unknown	Acox3	*	*	Unknown	Solid	HMDB0001206_Acox3								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc	*	*	Enzyme	Solid	HMDB0001206_Lipc								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP00389	Trifunctional enzyme subunit alpha, mitochondrial	P40939	Unknown	Hadha	*	*	Unknown	Solid	HMDB0001206_Hadha								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP01046	Cytosolic acyl coenzyme A thioester hydrolase	O00154	Enzyme	Acot7	*	*	Enzyme	Solid	HMDB0001206_Acot7								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP03055	Bile acyl-CoA synthetase	Q9Y2P5	Enzyme	Slc27a5	*	*	Enzyme	Solid	HMDB0001206_Slc27a5								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP07349	Glycine N-acyltransferase	Q6IB77	Enzyme	Glyat	*	*	Enzyme	Solid	HMDB0001206_Glyat								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP07372	Enoyl-CoA delta isomerase 2, mitochondrial	O75521	Enzyme	Eci2	*	*	Enzyme	Solid	HMDB0001206_Eci2								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP07406	ACSS2 protein	Q96FY7	Enzyme	Acss2	*	*	Enzyme	Solid	HMDB0001206_Acss2								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP08702	Acyl-coenzyme A synthetase ACSM5, mitochondrial	Q6NUN0	Unknown	Acsm5	*	*	Unknown	Solid	HMDB0001206_Acsm5								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP11002	Acyl-CoA synthetase family member 2, mitochondrial	Q96CM8	Enzyme	Acsf2	*	*	Enzyme	Solid	HMDB0001206_Acsf2								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP11377	Putative uncharacterized protein HADHA	Q53T69	Unknown	Hadha	*	*	Unknown	Solid	HMDB0001206_Hadha								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP11380	Putative uncharacterized protein HADHA	Q53TA2	Unknown	Hadha	*	*	Unknown	Solid	HMDB0001206_Hadha								
HMDB0001206	Acetyl-CoA	C23H38N7O17P3S	HMDBP11569	Circadian locomoter output cycles protein kaput	O15516	Enzyme	Clock	*	*	Enzyme	Solid	HMDB0001206_Clock								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00054	Dihydrolipoyl dehydrogenase, mitochondrial	P09622	Unknown	Dld	*	*	Unknown	Solid	HMDB0001248_Dld								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00102	Long-chain specific acyl-CoA dehydrogenase, mitochondrial	P28330	Unknown	Acadl	*	*	Unknown	Solid	HMDB0001248_Acadl								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00103	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	P16219	Unknown	Acads	*	*	Unknown	Solid	HMDB0001248_Acads								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00104	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	P11310	Unknown	Acadm	*	*	Unknown	Solid	HMDB0001248_Acadm								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00117	NADH-ubiquinone oxidoreductase chain 1	P03886	Unknown	Mt-nd1	*	*	Unknown	Solid	HMDB0001248_Mt-nd1								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00119	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	P22413	Unknown	Enpp1	*	*	Unknown	Solid	HMDB0001248_Enpp1								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00121	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	Q99643	Unknown	Sdhc	*	*	Unknown	Solid	HMDB0001248_Sdhc								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00125	NADH-cytochrome b5 reductase 3	P00387	Unknown	Cyb5r3	*	*	Unknown	Solid	HMDB0001248_Cyb5r3								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00126	Aldehyde oxidase	Q06278	Unknown	Aox1	*	*	Unknown	Solid	HMDB0001248_Aox1								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00130	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	P51970	Enzyme	Ndufa8	*	*	Enzyme	Solid	HMDB0001248_Ndufa8								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00134	Thioredoxin reductase 1, cytoplasmic	Q16881	Unknown	Txnrd1	*	*	Unknown	Solid	HMDB0001248_Txnrd1								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00143	Dimethylaniline monooxygenase [N-oxide-forming] 5	P49326	Unknown	Fmo5	*	*	Unknown	Solid	HMDB0001248_Fmo5								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00146	Peroxisomal acyl-coenzyme A oxidase 1	Q15067	Unknown	Acox1	*	*	Unknown	Solid	HMDB0001248_Acox1								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00150	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	P31040	Unknown	Sdha	*	*	Unknown	Solid	HMDB0001248_Sdha								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00151	Heme oxygenase 2	P30519	Unknown	Hmox2	*	*	Unknown	Solid	HMDB0001248_Hmox2								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00153	Squalene monooxygenase	Q14534	Unknown	Sqle	*	*	Unknown	Solid	HMDB0001248_Sqle								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00154	NADH-ubiquinone oxidoreductase chain 2	P03891	Unknown	Mt-nd2	*	*	Unknown	Solid	HMDB0001248_Mt-nd2								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00155	Dimethylaniline monooxygenase [N-oxide-forming] 2	Q99518	Unknown	Fmo2	*	*	Unknown	Solid	HMDB0001248_Fmo2								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00158	Thioredoxin reductase 2, mitochondrial	Q9NNW7	Unknown	Txnrd2	*	*	Unknown	Solid	HMDB0001248_Txnrd2								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00164	Peroxisomal acyl-coenzyme A oxidase 2	Q99424	Unknown	Acox2	*	*	Unknown	Solid	HMDB0001248_Acox2								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00165	Dimethylaniline monooxygenase [N-oxide-forming] 4	P31512	Unknown	Fmo4	*	*	Unknown	Solid	HMDB0001248_Fmo4								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00166	Isovaleryl-CoA dehydrogenase, mitochondrial	P26440	Unknown	Ivd	*	*	Unknown	Solid	HMDB0001248_Ivd								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00171	Dimethylaniline monooxygenase [N-oxide-forming] 3	P31513	Unknown	Fmo3	*	*	Unknown	Solid	HMDB0001248_Fmo3								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00175	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	Q16718	Enzyme	Ndufa5	*	*	Enzyme	Solid	HMDB0001248_Ndufa5								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00178	NADH-ubiquinone oxidoreductase chain 4	P03905	Unknown	Mt-nd4	*	*	Unknown	Solid	HMDB0001248_Mt-nd4								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00181	Xanthine dehydrogenase/oxidase	P47989	Unknown	Xdh	*	*	Unknown	Solid	HMDB0001248_Xdh								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00185	Dimethylaniline monooxygenase [N-oxide-forming] 1	Q01740	Unknown	Fmo1	*	*	Unknown	Solid	HMDB0001248_Fmo1								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00189	NADH-ubiquinone oxidoreductase chain 6	P03923	Unknown	Mt-nd6	*	*	Unknown	Solid	HMDB0001248_Mt-nd6								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00192	Peroxisomal acyl-coenzyme A oxidase 3	O15254	Unknown	Acox3	*	*	Unknown	Solid	HMDB0001248_Acox3								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00193	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	P21912	Unknown	Sdhb	*	*	Unknown	Solid	HMDB0001248_Sdhb								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00194	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3	O14638	Unknown	Enpp3	*	*	Unknown	Solid	HMDB0001248_Enpp3								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00196	Glutathione reductase, mitochondrial	P00390	Unknown	Gsr	*	*	Unknown	Solid	HMDB0001248_Gsr								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00197	Glycerol-3-phosphate dehydrogenase, mitochondrial	P43304	Unknown	Gpd2	*	*	Unknown	Solid	HMDB0001248_Gpd2								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00198	Heme oxygenase 1	P09601	Unknown	Hmox1	*	*	Unknown	Solid	HMDB0001248_Hmox1								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00201	Choline dehydrogenase, mitochondrial	Q8NE62	Unknown	Chdh	*	*	Unknown	Solid	HMDB0001248_Chdh								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00202	Glutaryl-CoA dehydrogenase, mitochondrial	Q92947	Unknown	Gcdh	*	*	Unknown	Solid	HMDB0001248_Gcdh								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00203	Dimethylglycine dehydrogenase, mitochondrial	Q9UI17	Unknown	Dmgdh	*	*	Unknown	Solid	HMDB0001248_Dmgdh								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00206	D-amino-acid oxidase	P14920	Unknown	Dao	*	*	Unknown	Solid	HMDB0001248_Dao								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00727	Dihydropyrimidine dehydrogenase [NADP(+)]	Q12882	Unknown	Dpyd	*	*	Unknown	Solid	HMDB0001248_Dpyd								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00793	Sarcosine dehydrogenase, mitochondrial	Q9UL12	Unknown	Sardh	*	*	Unknown	Solid	HMDB0001248_Sardh								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00928	Nitric oxide synthase, brain	P29475	Unknown	Nos1	*	*	Unknown	Solid	HMDB0001248_Nos1								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP00929	Nitric oxide synthase, endothelial	P29474	Unknown	Nos3	*	*	Unknown	Solid	HMDB0001248_Nos3								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP01613	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	P45954	Unknown	Acadsb	*	*	Unknown	Solid	HMDB0001248_Acadsb								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP02020	Electron transfer flavoprotein subunit beta	P38117	Unknown	Etfb	*	*	Unknown	Solid	HMDB0001248_Etfb								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP02634	Spermine oxidase	Q9NWM0	Unknown	Smox	*	*	Unknown	Solid	HMDB0001248_Smox								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP02737	Cryptochrome-1	Q16526	Unknown	Cry1	*	*	Unknown	Solid	HMDB0001248_Cry1								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP05273	Isobutyryl-CoA dehydrogenase, mitochondrial	Q9UKU7	Unknown	Acad8	*	*	Unknown	Solid	HMDB0001248_Acad8								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP05275	Acyl-CoA dehydrogenase family member 9, mitochondrial	Q9H845	Unknown	Acad9	*	*	Unknown	Solid	HMDB0001248_Acad9								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP08259	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	P49748	Unknown	Acadvl	*	*	Unknown	Solid	HMDB0001248_Acadvl								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP08271	FAD-dependent oxidoreductase domain-containing protein 1	Q96CU9	Unknown	Foxred1	*	*	Unknown	Solid	HMDB0001248_Foxred1								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP08281	L-amino-acid oxidase	Q96RQ9	Unknown	Il4i1	*	*	Unknown	Solid	HMDB0001248_Il4i1								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP08283	Prenylcysteine oxidase 1	Q9UHG3	Unknown	Pcyox1	*	*	Unknown	Solid	HMDB0001248_Pcyox1								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP08285	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial	Q9P2J9	Unknown	Pdp2	*	*	Unknown	Solid	HMDB0001248_Pdp2								
HMDB0001248	FAD	C27H33N9O15P2	HMDBP08290	All-trans-retinol 13,14-reductase	Q6NUM9	Unknown	Retsat	*	*	Unknown	Solid	HMDB0001248_Retsat								
HMDB0001256	Spermine	C10H26N4	HMDBP00015	Diamine acetyltransferase 2	Q96F10	Enzyme	Sat2	*	*	Enzyme	Solid	HMDB0001256_Sat2	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP00029	Diamine acetyltransferase 1	P21673	Enzyme	Sat1	*	*	Enzyme	Solid	HMDB0001256_Sat1	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP00181	Xanthine dehydrogenase/oxidase	P47989	Unknown	Xdh	*	*	Unknown	Solid	HMDB0001256_Xdh	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP00201	Choline dehydrogenase, mitochondrial	Q8NE62	Unknown	Chdh	*	*	Unknown	Solid	HMDB0001256_Chdh	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP00203	Dimethylglycine dehydrogenase, mitochondrial	Q9UI17	Unknown	Dmgdh	*	*	Unknown	Solid	HMDB0001256_Dmgdh	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP00291	4-trimethylaminobutyraldehyde dehydrogenase	P49189	Unknown	Aldh9a1	*	*	Unknown	Solid	HMDB0001256_Aldh9a1	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP00382	Gamma-butyrobetaine dioxygenase	O75936	Unknown	Bbox1	*	*	Unknown	Solid	HMDB0001256_Bbox1	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP00463	Glycine amidinotransferase, mitochondrial	P50440	Enzyme	Gatm	*	*	Enzyme	Solid	HMDB0001256_Gatm	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP00793	Sarcosine dehydrogenase, mitochondrial	Q9UL12	Unknown	Sardh	*	*	Unknown	Solid	HMDB0001256_Sardh	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP00885	Histidine decarboxylase	P19113	Enzyme	Hdc	*	*	Enzyme	Solid	HMDB0001256_Hdc	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP01034	Ornithine decarboxylase	P11926	Enzyme	Odc1	*	*	Enzyme	Solid	HMDB0001256_Odc1	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP02574	Solute carrier family 22 member 1	O15245	Transporter	Slc22a1	*	*	Transporter	Solid	HMDB0001256_Slc22a1	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP02634	Spermine oxidase	Q9NWM0	Unknown	Smox	*	*	Unknown	Solid	HMDB0001256_Smox	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP02696	Agmatinase, mitochondrial	Q9BSE5	Unknown	Agmat	*	*	Unknown	Solid	HMDB0001256_Agmat	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP03654	Trimethyllysine dioxygenase, mitochondrial	Q9NVH6	Unknown	Tmlhe	*	*	Unknown	Solid	HMDB0001256_Tmlhe	*	*		*				
HMDB0001256	Spermine	C10H26N4	HMDBP10709	Ornithine decarboxylase antizyme 1	P54368	Enzyme	Oaz1	*	*	Enzyme	Solid	HMDB0001256_Oaz1	*	*		*				
HMDB0001257	Spermidine	C7H19N3	HMDBP00031	3-ketoacyl-CoA thiolase, mitochondrial	P42765	Enzyme	Acaa2	*	*	Enzyme	Solid	HMDB0001257_Acaa2								
HMDB0001257	Spermidine	C7H19N3	HMDBP00134	Thioredoxin reductase 1, cytoplasmic	Q16881	Unknown	Txnrd1	*	*	Unknown	Solid	HMDB0001257_Txnrd1								
HMDB0001257	Spermidine	C7H19N3	HMDBP01034	Ornithine decarboxylase	P11926	Enzyme	Odc1	*	*	Enzyme	Solid	HMDB0001257_Odc1								
HMDB0001257	Spermidine	C7H19N3	HMDBP02696	Agmatinase, mitochondrial	Q9BSE5	Unknown	Agmat	*	*	Unknown	Solid	HMDB0001257_Agmat								
HMDB0001257	Spermidine	C7H19N3	HMDBP10709	Ornithine decarboxylase antizyme 1	P54368	Enzyme	Oaz1	*	*	Enzyme	Solid	HMDB0001257_Oaz1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00082	Phospholipase D1	Q13393	Unknown	Pld1	*	*	Unknown	Solid	HMDB0001273_Pld1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00084	Ectonucleoside triphosphate diphosphohydrolase 1	P49961	Unknown	Entpd1	*	*	Unknown	Solid	HMDB0001273_Entpd1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00085	Soluble calcium-activated nucleotidase 1	Q8WVQ1	Unknown	Cant1	*	*	Unknown	Solid	HMDB0001273_Cant1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00105	Uridine-cytidine kinase 1	Q9HA47	Unknown	Uck1	*	*	Unknown	Solid	HMDB0001273_Uck1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00109	Nucleoside diphosphate kinase A	P15531	Unknown	Nme1	*	*	Unknown	Solid	HMDB0001273_Nme1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00110	Nucleoside diphosphate kinase 7	Q9Y5B8	Unknown	Nme7	*	*	Unknown	Solid	HMDB0001273_Nme7								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00112	Nucleoside diphosphate kinase B	P22392	Unknown	Nme2	*	*	Unknown	Solid	HMDB0001273_Nme2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00113	Nucleoside diphosphate kinase 3	Q13232	Unknown	Nme3	*	*	Unknown	Solid	HMDB0001273_Nme3								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00114	Nucleoside diphosphate kinase 6	O75414	Unknown	Nme6	*	*	Unknown	Solid	HMDB0001273_Nme6								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00119	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	P22413	Unknown	Enpp1	*	*	Unknown	Solid	HMDB0001273_Enpp1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00431	Inosine triphosphate pyrophosphatase	Q9BY32	Unknown	Itpa	*	*	Unknown	Solid	HMDB0001273_Itpa								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00592	GMP synthase [glutamine-hydrolyzing]	P49915	Unknown	Gmps	*	*	Unknown	Solid	HMDB0001273_Gmps								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00621	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	P50583	Unknown	Nudt2	*	*	Unknown	Solid	HMDB0001273_Nudt2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00676	CTP synthase 1	P17812	Unknown	Ctps1	*	*	Unknown	Solid	HMDB0001273_Ctps1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00694	Glutamate dehydrogenase 1, mitochondrial	P00367	Unknown	Glud1	*	*	Unknown	Solid	HMDB0001273_Glud1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00736	DNA-directed RNA polymerase III subunit RPC4	P05423	Enzyme	Polr3d	*	*	Enzyme	Solid	HMDB0001273_Polr3d								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00737	DNA-directed RNA polymerase II subunit RPB2	P30876	Unknown	Polr2b	*	*	Unknown	Solid	HMDB0001273_Polr2b								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00739	DNA-directed RNA polymerase II subunit RPB1	P24928	Unknown	Polr2a	*	*	Unknown	Solid	HMDB0001273_Polr2a								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00742	DNA-directed RNA polymerase, mitochondrial	O00411	Enzyme	Polrmt	*	*	Enzyme	Solid	HMDB0001273_Polrmt								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00743	DNA-directed RNA polymerase I subunit RPA2	Q9H9Y6	Enzyme	Polr1b	*	*	Enzyme	Solid	HMDB0001273_Polr1b								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00752	DNA-directed RNA polymerase III subunit RPC2	Q9NW08	Enzyme	Polr3b	*	*	Enzyme	Solid	HMDB0001273_Polr3b								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00756	DNA-directed RNA polymerase I subunit RPA49	Q9GZS1	Enzyme	Polr1e	*	*	Enzyme	Solid	HMDB0001273_Polr1e								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00760	DNA-directed RNA polymerase III subunit RPC8	Q9Y535	Enzyme	Polr3h	*	*	Enzyme	Solid	HMDB0001273_Polr3h								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00761	DNA-directed RNA polymerase III subunit RPC10	Q9Y2Y1	Unknown	Polr3k	*	*	Unknown	Solid	HMDB0001273_Polr3k								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00765	Pyruvate kinase isozymes R/L	P30613	Unknown	Pklr	*	*	Unknown	Solid	HMDB0001273_Pklr								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00877	Ectonucleoside triphosphate diphosphohydrolase 4	Q9Y227	Unknown	Entpd4	*	*	Unknown	Solid	HMDB0001273_Entpd4								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00889	Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	P53597	Unknown	Suclg1	*	*	Unknown	Solid	HMDB0001273_Suclg1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00891	Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial	Q96I99	Unknown	Suclg2	*	*	Unknown	Solid	HMDB0001273_Suclg2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00938	GTP cyclohydrolase 1	P30793	Unknown	Gch1	*	*	Unknown	Solid	HMDB0001273_Gch1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP00971	Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial	Q9P2R7	Unknown	Sucla2	*	*	Unknown	Solid	HMDB0001273_Sucla2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP01063	Atrial natriuretic peptide receptor 2	P20594	Unknown	Npr2	*	*	Unknown	Solid	HMDB0001273_Npr2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP01069	Atrial natriuretic peptide receptor 1	P16066	Unknown	Npr1	*	*	Unknown	Solid	HMDB0001273_Npr1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP01070	Heat-stable enterotoxin receptor	P25092	Unknown	Gucy2c	*	*	Unknown	Solid	HMDB0001273_Gucy2c		*				*		
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP01337	Citron Rho-interacting kinase	O14578	Unknown	Cit	*	*	Unknown	Solid	HMDB0001273_Cit								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP01455	Rho-associated protein kinase 1	Q13464	Unknown	Rock1	*	*	Unknown	Solid	HMDB0001273_Rock1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP01457	Serine/threonine-protein kinase PAK 2	Q13177	Unknown	Pak2	*	*	Unknown	Solid	HMDB0001273_Pak2	*	*	*	*	*			*
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP01518	Rho-associated protein kinase 2	O75116	Unknown	Rock2	*	*	Unknown	Solid	HMDB0001273_Rock2								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP01669	Rho guanine nucleotide exchange factor 1	Q92888	Enzyme	Arhgef1	*	*	Enzyme	Solid	HMDB0001273_Arhgef1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP01778	Ras-related C3 botulinum toxin substrate 1	P63000	Unknown	Rac1	*	*	Unknown	Solid	HMDB0001273_Rac1								
HMDB0001273	Guanosine triphosphate	C10H16N5O14P3	HMDBP01781	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	P63092	Enzyme	Gnas	*	*	Enzyme	Solid	HMDB0001273_Gnas								
