mappingID1	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	sorted_pairs	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny
HMDB0000547	Magnesium	Mg	HMDBP08702	Acyl-coenzyme A synthetase ACSM5, mitochondrial	Q6NUN0	Unknown	Acsm5		*	Unknown	Dashed	HMDB0000547_Acsm5									
HMDB0000547	Magnesium	Mg	HMDBP08487	Serine/threonine-protein kinase MRCK gamma	Q6DT37	Unknown	Cdc42bpg		*	Unknown	Dashed	HMDB0000547_Cdc42bpg									
HMDB0000547	Magnesium	Mg	HMDBP00155	Dimethylaniline monooxygenase [N-oxide-forming] 2	Q99518	Unknown	Fmo2		*	Unknown	Dashed	HMDB0000547_Fmo2									
HMDB0000547	Magnesium	Mg	HMDBP00329	GDH/6PGL endoplasmic bifunctional protein	O95479	Unknown	H6pd		*	Unknown	Dashed	HMDB0000547_H6pd									
HMDB0000547	Magnesium	Mg	HMDBP00369	ADP-dependent glucokinase	Q9BRR6	Unknown	Adpgk		*	Unknown	Dashed	HMDB0000547_Adpgk									
HMDB0000547	Magnesium	Mg	HMDBP00764	Phosphatidate cytidylyltransferase 1	Q92903	Unknown	Cds1		*	Unknown	Dashed	HMDB0000547_Cds1									
HMDB0000547	Magnesium	Mg	HMDBP00805	Transketolase	P29401	Unknown	Tkt		*	Unknown	Dashed	HMDB0000547_Tkt									
HMDB0000547	Magnesium	Mg	HMDBP00879	Ectonucleoside triphosphate diphosphohydrolase 5	O75356	Unknown	Entpd5		*	Unknown	Dashed	HMDB0000547_Entpd5									
HMDB0000547	Magnesium	Mg	HMDBP08285	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial	Q9P2J9	Unknown	Pdp2		*	Unknown	Dashed	HMDB0000547_Pdp2									
HMDB0000574	L-Cysteine	C3H7NO2S	HMDBP00283	Aspartate aminotransferase, cytoplasmic	P17174	Enzyme	Got1	*	*	Enzyme	Solid	HMDB0000574_Got1			*				*	*	*
HMDB0000574	L-Cysteine	C3H7NO2S	HMDBP00284	Aspartate aminotransferase, mitochondrial	P00505	Enzyme	Got2	*	*	Enzyme	Solid	HMDB0000574_Got2			*				*	*	*
HMDB0000574	L-Cysteine	C3H7NO2S	HMDBP00512	Glutamate--cysteine ligase catalytic subunit	P48506	Enzyme	Gclc	*	*	Enzyme	Solid	HMDB0000574_Gclc			*				*	*	*
HMDB0000574	L-Cysteine	C3H7NO2S	HMDBP00513	Glutamate--cysteine ligase regulatory subunit	P48507	Enzyme	Gclm	*	*	Enzyme	Solid	HMDB0000574_Gclm			*				*	*	*
HMDB0000574	L-Cysteine	C3H7NO2S	HMDBP00779	Cystathionine beta-synthase	P35520	Unknown	Cbs	*	*	Unknown	Solid	HMDB0000574_Cbs			*				*	*	*
HMDB0000574	L-Cysteine	C3H7NO2S	HMDBP00791	Glutathione synthetase	P48637	Enzyme	Gss	*	*	Enzyme	Solid	HMDB0000574_Gss			*				*	*	*
HMDB0000574	L-Cysteine	C3H7NO2S	HMDBP02392	Large neutral amino acids transporter small subunit 2	Q9UHI5	Transporter	Slc7a8	*	*	Transporter	Solid	HMDB0000574_Slc7a8			*				*	*	*
HMDB0000574	L-Cysteine	C3H7NO2S	HMDBP02513	Cysteine desulfurase, mitochondrial	Q9Y697	Unknown	Nfs1	*	*	Unknown	Solid	HMDB0000574_Nfs1			*				*	*	*
HMDB0000574	L-Cysteine	C3H7NO2S	HMDBP03007	Phosphopantothenate--cysteine ligase	Q9HAB8	Enzyme	Ppcs	*	*	Enzyme	Solid	HMDB0000574_Ppcs			*				*	*	*
HMDB0000574	L-Cysteine	C3H7NO2S	HMDBP03090	4F2 cell-surface antigen heavy chain	P08195	Unknown	Slc3a2	*	*	Unknown	Solid	HMDB0000574_Slc3a2			*				*	*	*
HMDB0000574	L-Cysteine	C3H7NO2S	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000574_Slc16a10			*				*	*	*
HMDB0000574	L-Cysteine	C3H7NO2S	HMDBP08283	Prenylcysteine oxidase 1	Q9UHG3	Unknown	Pcyox1	*	*	Unknown	Solid	HMDB0000574_Pcyox1			*				*	*	*
HMDB0000588	Sodium	Na	HMDBP01995	Transient receptor potential cation channel subfamily M member 2	O94759	Unknown	Trpm2		*	Unknown	Dashed	HMDB0000588_Trpm2									
HMDB0000588	Sodium	Na	HMDBP02436	Solute carrier family 13 member 3	Q8WWT9	Unknown	Slc13a3		*	Unknown	Dashed	HMDB0000588_Slc13a3									
HMDB0000588	Sodium	Na	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10		*	Transporter	Dashed	HMDB0000588_Slc16a10									
HMDB0000588	Sodium	Na	HMDBP09068	Solute carrier family 22 member 7	Q9Y694	Transporter	Slc22a7		*	Transporter	Dashed	HMDB0000588_Slc22a7									
HMDB0000596	Glucosylsphingosine	C24H47NO7	HMDBP01719	Ganglioside GM2 activator	P17900	Enzyme	Gm2a		*	Enzyme	Dashed	HMDB0000596_Gm2a									
HMDB0000596	Glucosylsphingosine	C24H47NO7	HMDBP03084	Phosphatidylinositol-glycan biosynthesis class X protein	Q8TBF5	Enzyme	Pigx		*	Enzyme	Dashed	HMDB0000596_Pigx									
HMDB0000596	Glucosylsphingosine	C24H47NO7	HMDBP11446	Lipopolysaccharide-binding protein	P18428	Unknown	Lbp		*	Unknown	Dashed	HMDB0000596_Lbp									
HMDB0000598	Sulfide	S	HMDBP00117	NADH-ubiquinone oxidoreductase chain 1	P03886	Unknown	Mt-nd1		*	Unknown	Dashed	HMDB0000598_Mt-nd1									
HMDB0000598	Sulfide	S	HMDBP00130	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	P51970	Enzyme	Ndufa8		*	Enzyme	Dashed	HMDB0000598_Ndufa8									
HMDB0000598	Sulfide	S	HMDBP00154	NADH-ubiquinone oxidoreductase chain 2	P03891	Unknown	Mt-nd2		*	Unknown	Dashed	HMDB0000598_Mt-nd2									
HMDB0000598	Sulfide	S	HMDBP00175	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	Q16718	Enzyme	Ndufa5		*	Enzyme	Dashed	HMDB0000598_Ndufa5									
HMDB0000598	Sulfide	S	HMDBP00178	NADH-ubiquinone oxidoreductase chain 4	P03905	Unknown	Mt-nd4		*	Unknown	Dashed	HMDB0000598_Mt-nd4									
HMDB0000598	Sulfide	S	HMDBP00189	NADH-ubiquinone oxidoreductase chain 6	P03923	Unknown	Mt-nd6		*	Unknown	Dashed	HMDB0000598_Mt-nd6									
HMDB0000619	Cholic acid	C24H40O5	HMDBP03055	Bile acyl-CoA synthetase	Q9Y2P5	Enzyme	Slc27a5		*	Enzyme	Dashed	HMDB0000619_Slc27a5									
HMDB0000619	Cholic acid	C24H40O5	HMDBP09068	Solute carrier family 22 member 7	Q9Y694	Transporter	Slc22a7		*	Transporter	Dashed	HMDB0000619_Slc22a7									
HMDB0000638	Dodecanoic acid	C12H24O2	HMDBP00307	Peroxisomal carnitine O-octanoyltransferase	Q9UKG9	Enzyme	Crot	*	*	Enzyme	Solid	HMDB0000638_Crot									
HMDB0000638	Dodecanoic acid	C12H24O2	HMDBP01719	Ganglioside GM2 activator	P17900	Enzyme	Gm2a	*	*	Enzyme	Solid	HMDB0000638_Gm2a									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP00214	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2	O94808	Enzyme	Gfpt2	*	*	Enzyme	Solid	HMDB0000641_Gfpt2									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP00216	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	Q06210	Enzyme	Gfpt1	*	*	Enzyme	Solid	HMDB0000641_Gfpt1									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP00331	Amidophosphoribosyltransferase	Q06203	Unknown	Ppat	*	*	Unknown	Solid	HMDB0000641_Ppat									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP00583	Asparagine synthetase [glutamine-hydrolyzing]	P08243	Enzyme	Asns	*	*	Enzyme	Solid	HMDB0000641_Asns									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP00592	GMP synthase [glutamine-hydrolyzing]	P49915	Unknown	Gmps	*	*	Unknown	Solid	HMDB0000641_Gmps									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP00665	Protein-glutamine gamma-glutamyltransferase E	Q08188	Unknown	Tgm3	*		Unknown	Dashed	HMDB0000641_Tgm3									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP00667	Protein-glutamine gamma-glutamyltransferase 2	P21980	Unknown	Tgm2	*	*	Unknown	Solid	HMDB0000641_Tgm2									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP00670	Glutamine synthetase	P15104	Enzyme	Glul	*	*	Enzyme	Solid	HMDB0000641_Glul									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP00675	Glutaminase liver isoform, mitochondrial	Q9UI32	Enzyme	Gls2	*	*	Enzyme	Solid	HMDB0000641_Gls2									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP00676	CTP synthase 1	P17812	Unknown	Ctps1	*	*	Unknown	Solid	HMDB0000641_Ctps1									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP00680	Glutaminase kidney isoform, mitochondrial	O94925	Enzyme	Gls	*	*	Enzyme	Solid	HMDB0000641_Gls									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP00853	Phosphoribosylformylglycinamidine synthase	O15067	Enzyme	Pfas	*	*	Enzyme	Solid	HMDB0000641_Pfas									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP02392	Large neutral amino acids transporter small subunit 2	Q9UHI5	Transporter	Slc7a8	*	*	Transporter	Solid	HMDB0000641_Slc7a8									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP03036	Sodium-coupled neutral amino acid transporter 3	Q99624	Transporter	Slc38a3	*	*	Transporter	Solid	HMDB0000641_Slc38a3									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP03241	Glutamine-dependent NAD(+) synthetase	Q6IA69	Unknown	Nadsyn1	*	*	Unknown	Solid	HMDB0000641_Nadsyn1									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP03298	CAD protein	P27708	Unknown	Cad	*	*	Unknown	Solid	HMDB0000641_Cad									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP04074	CTP synthase 2	Q9NRF8	Enzyme	Ctps2	*	*	Enzyme	Solid	HMDB0000641_Ctps2									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP05340	Monocarboxylate transporter 10	Q8TF71	Transporter	Slc16a10	*	*	Transporter	Solid	HMDB0000641_Slc16a10									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP10657	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	Q9H0R6	Enzyme	Qrsl1	*	*	Enzyme	Solid	HMDB0000641_Qrsl1									
HMDB0000641	L-Glutamine	C5H10N2O3	HMDBP11741	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	O43716	Unknown	Gatc	*	*	Unknown	Solid	HMDB0000641_Gatc			*		*			*	*
HMDB0000648	Galactosylsphingosine	C24H47NO7	HMDBP01719	Ganglioside GM2 activator	P17900	Enzyme	Gm2a		*	Enzyme	Dashed	HMDB0000648_Gm2a									
HMDB0000648	Galactosylsphingosine	C24H47NO7	HMDBP03084	Phosphatidylinositol-glycan biosynthesis class X protein	Q8TBF5	Enzyme	Pigx		*	Enzyme	Dashed	HMDB0000648_Pigx									
HMDB0000648	Galactosylsphingosine	C24H47NO7	HMDBP11446	Lipopolysaccharide-binding protein	P18428	Unknown	Lbp		*	Unknown	Dashed	HMDB0000648_Lbp									
HMDB0000661	Glutaric acid	C5H8O4	HMDBP09068	Solute carrier family 22 member 7	Q9Y694	Transporter	Slc22a7	*	*	Transporter	Solid	HMDB0000661_Slc22a7									
HMDB0000692	Fe2+	Fe	HMDBP00117	NADH-ubiquinone oxidoreductase chain 1	P03886	Unknown	Mt-nd1		*	Unknown	Dashed	HMDB0000692_Mt-nd1									
HMDB0000692	Fe2+	Fe	HMDBP00130	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	P51970	Enzyme	Ndufa8		*	Enzyme	Dashed	HMDB0000692_Ndufa8									
HMDB0000692	Fe2+	Fe	HMDBP00151	Heme oxygenase 2	P30519	Unknown	Hmox2		*	Unknown	Dashed	HMDB0000692_Hmox2									
HMDB0000692	Fe2+	Fe	HMDBP00154	NADH-ubiquinone oxidoreductase chain 2	P03891	Unknown	Mt-nd2		*	Unknown	Dashed	HMDB0000692_Mt-nd2									
HMDB0000692	Fe2+	Fe	HMDBP00175	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	Q16718	Enzyme	Ndufa5		*	Enzyme	Dashed	HMDB0000692_Ndufa5									
HMDB0000692	Fe2+	Fe	HMDBP00178	NADH-ubiquinone oxidoreductase chain 4	P03905	Unknown	Mt-nd4		*	Unknown	Dashed	HMDB0000692_Mt-nd4									
HMDB0000692	Fe2+	Fe	HMDBP00189	NADH-ubiquinone oxidoreductase chain 6	P03923	Unknown	Mt-nd6		*	Unknown	Dashed	HMDB0000692_Mt-nd6									
HMDB0000692	Fe2+	Fe	HMDBP00198	Heme oxygenase 1	P09601	Unknown	Hmox1		*	Unknown	Dashed	HMDB0000692_Hmox1									
HMDB0000692	Fe2+	Fe	HMDBP00302	Prolyl 4-hydroxylase subunit alpha-2	O15460	Enzyme	P4ha2		*	Enzyme	Dashed	HMDB0000692_P4ha2									
HMDB0000692	Fe2+	Fe	HMDBP02513	Cysteine desulfurase, mitochondrial	Q9Y697	Unknown	Nfs1		*	Unknown	Dashed	HMDB0000692_Nfs1									
HMDB0000699	1-Methylnicotinamide	C7H9N2O	HMDBP00126	Aldehyde oxidase	Q06278	Unknown	Aox1	*	*	Unknown	Solid	HMDB0000699_Aox1									
HMDB0000699	1-Methylnicotinamide	C7H9N2O	HMDBP00423	Nicotinamide N-methyltransferase	P40261	Unknown	Nnmt	*	*	Unknown	Solid	HMDB0000699_Nnmt									
HMDB0000725	4-Hydroxyproline	C5H9NO3	HMDBP00206	D-amino-acid oxidase	P14920	Unknown	Dao	*	*	Unknown	Solid	HMDB0000725_Dao									
HMDB0000725	4-Hydroxyproline	C5H9NO3	HMDBP00302	Prolyl 4-hydroxylase subunit alpha-2	O15460	Enzyme	P4ha2	*	*	Enzyme	Solid	HMDB0000725_P4ha2									
HMDB0000725	4-Hydroxyproline	C5H9NO3	HMDBP00304	Prolyl 4-hydroxylase subunit alpha-1	P13674	Enzyme	P4ha1	*	*	Enzyme	Solid	HMDB0000725_P4ha1									
HMDB0000725	4-Hydroxyproline	C5H9NO3	HMDBP02042	Proline dehydrogenase 1, mitochondrial	O43272	Unknown	Prodh	*		Unknown	Dashed	HMDB0000725_Prodh									
HMDB0000725	4-Hydroxyproline	C5H9NO3	HMDBP09111	Prolyl 4-hydroxylase subunit alpha-3	Q7Z4N8	Enzyme	P4ha3	*	*	Enzyme	Solid	HMDB0000725_P4ha3									
HMDB0000725	4-Hydroxyproline	C5H9NO3	HMDBP09210	Egl nine homolog 1	Q9GZT9	Enzyme	Egln1	*	*	Enzyme	Solid	HMDB0000725_Egln1									
HMDB0000725	4-Hydroxyproline	C5H9NO3	HMDBP09211	Egl nine homolog 2	Q96KS0	Enzyme	Egln2	*	*	Enzyme	Solid	HMDB0000725_Egln2									
HMDB0000725	4-Hydroxyproline	C5H9NO3	HMDBP09212	Egl nine homolog 3	Q9H6Z9	Enzyme	Egln3	*	*	Enzyme	Solid	HMDB0000725_Egln3									
HMDB0000725	4-Hydroxyproline	C5H9NO3	HMDBP09213	Transmembrane prolyl 4-hydroxylase	Q9NXG6	Enzyme	P4htm	*		Enzyme	Dashed	HMDB0000725_P4htm									
HMDB0000770	N-Glycoloylganglioside GM2	C43H85NO8	HMDBP01719	Ganglioside GM2 activator	P17900	Enzyme	Gm2a		*	Enzyme	Dashed	HMDB0000770_Gm2a									
HMDB0000770	N-Glycoloylganglioside GM2	C43H85NO8	HMDBP03084	Phosphatidylinositol-glycan biosynthesis class X protein	Q8TBF5	Enzyme	Pigx		*	Enzyme	Dashed	HMDB0000770_Pigx									
HMDB0000770	N-Glycoloylganglioside GM2	C43H85NO8	HMDBP11446	Lipopolysaccharide-binding protein	P18428	Unknown	Lbp		*	Unknown	Dashed	HMDB0000770_Lbp									
HMDB0000806	Myristic acid	C14H28O2	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn	*	*	Enzyme	Solid	HMDB0000806_Fasn							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00058	Calcium-dependent phospholipase A2	P39877	Unknown	Pla2g5	*		Unknown	Dashed	HMDB0000806_Pla2g5							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00059	Group IIF secretory phospholipase A2	Q9BZM2	Unknown	Pla2g2f	*		Unknown	Dashed	HMDB0000806_Pla2g2f							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00060	Cytosolic phospholipase A2	P47712	Unknown	Pla2g4a	*	*	Unknown	Solid	HMDB0000806_Pla2g4a							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00061	Phospholipase A2	P04054	Unknown	Pla2g1b	*		Unknown	Dashed	HMDB0000806_Pla2g1b							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00063	Group 10 secretory phospholipase A2	O15496	Unknown	Pla2g10	*		Unknown	Dashed	HMDB0000806_Pla2g10							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00064	Galactoside-binding soluble lectin 13	Q9UHV8	Enzyme	Lgals9	*	*	Enzyme	Solid	HMDB0000806_Lgals9							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00067	Group XIIA secretory phospholipase A2	Q9BZM1	Unknown	Pla2g12a	*	*	Unknown	Solid	HMDB0000806_Pla2g12a							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00068	85/88 kDa calcium-independent phospholipase A2	O60733	Unknown	Pla2g6	*	*	Unknown	Solid	HMDB0000806_Pla2g6							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00072	Phospholipase A2, membrane associated	P14555	Unknown	Pla2g2a	*	*	Unknown	Solid	HMDB0000806_Pla2g2a							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00073	Group IID secretory phospholipase A2	Q9UNK4	Unknown	Pla2g2d	*	*	Unknown	Solid	HMDB0000806_Pla2g2d							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00221	Pancreatic triacylglycerol lipase	P16233	Enzyme	Pnlip	*		Enzyme	Dashed	HMDB0000806_Pnlip							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc	*	*	Enzyme	Solid	HMDB0000806_Lipc							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00229	Inactive pancreatic lipase-related protein 1	P54315	Enzyme	Pnliprp1	*		Enzyme	Dashed	HMDB0000806_Pnliprp1							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00232	Patatin-like phospholipase domain-containing protein 3	Q9NST1	Enzyme	Pnpla3	*	*	Enzyme	Solid	HMDB0000806_Pnpla3							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00236	Gastric triacylglycerol lipase	P07098	Enzyme	Lipf	*		Enzyme	Dashed	HMDB0000806_Lipf							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00239	Endothelial lipase	Q9Y5X9	Enzyme	Lipg	*	*	Enzyme	Solid	HMDB0000806_Lipg		*					*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00241	Bile salt-activated lipase	P19835	Unknown	Cel	*	*	Unknown	Solid	HMDB0000806_Cel		*	*				*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00245	Pancreatic lipase-related protein 2	P54317	Enzyme	Pnliprp2	*		Enzyme	Dashed	HMDB0000806_Pnliprp2							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00310	Lipoprotein lipase	P06858	Enzyme	Lpl	*	*	Enzyme	Solid	HMDB0000806_Lpl							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00497	Liver carboxylesterase 1	P23141	Enzyme	Cesl1	*		Enzyme	Dashed	HMDB0000806_Cesl1							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00525	Cholinesterase	P06276	Enzyme	Bche	*	*	Enzyme	Solid	HMDB0000806_Bche							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00529	Cytosolic phospholipase A2 gamma	Q9UP65	Unknown	Pla2g4c	*	*	Unknown	Solid	HMDB0000806_Pla2g4c	*					*	*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00531	Hormone-sensitive lipase	Q05469	Unknown	Lipe	*	*	Unknown	Solid	HMDB0000806_Lipe							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00532	Group 3 secretory phospholipase A2	Q9NZ20	Unknown	Pla2g3	*		Unknown	Dashed	HMDB0000806_Pla2g3							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00554	Aminoacylase-1	Q03154	Unknown	Acy1	*	*	Unknown	Solid	HMDB0000806_Acy1							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00555	Aspartoacylase	P45381	Enzyme	Aspa	*	*	Enzyme	Solid	HMDB0000806_Aspa							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP00558	Aspartoacylase-2	Q96HD9	Enzyme	Acy3	*	*	Enzyme	Solid	HMDB0000806_Acy3							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP01051	Lysosomal thioesterase PPT2	Q9UMR5	Enzyme	Ppt2	*	*	Enzyme	Solid	HMDB0000806_Ppt2							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP01084	Acid ceramidase	Q13510	Enzyme	Asah1	*	*	Enzyme	Solid	HMDB0000806_Asah1							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP02173	Peroxisome proliferator-activated receptor gamma	P37231	Enzyme	Pparg	*	*	Enzyme	Solid	HMDB0000806_Pparg							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP03130	Long-chain fatty acid transport protein 3	Q5K4L6	Enzyme	Slc27a3	*	*	Enzyme	Solid	HMDB0000806_Slc27a3							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP03160	Patatin-like phospholipase domain-containing protein 4	P41247	Enzyme	Pnpla4	*	*	Enzyme	Solid	HMDB0000806_Pnpla4							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP03176	Long-chain fatty acid transport protein 1	Q6PCB7	Transporter	Slc27a1	*	*	Transporter	Solid	HMDB0000806_Slc27a1							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP06873	Long-chain fatty acid transport protein 4	Q6P1M0	Enzyme	Slc27a4	*	*	Enzyme	Solid	HMDB0000806_Slc27a4							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP07300	60 kDa lysophospholipase	Q86U10	Enzyme	Aspg	*	*	Enzyme	Solid	HMDB0000806_Aspg							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP07301	Phospholipase B1, membrane-associated	Q6P1J6	Unknown	Plb1	*		Unknown	Dashed	HMDB0000806_Plb1							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP07347	Patatin-like phospholipase domain-containing protein 2	Q96AD5	Enzyme	Pnpla2	*	*	Enzyme	Solid	HMDB0000806_Pnpla2	*	*	*	*		*	*	*	*
HMDB0000806	Myristic acid	C14H28O2	HMDBP07863	Cytosolic phospholipase A2 delta	Q86XP0	Unknown	Pla2g4d	*		Unknown	Dashed	HMDB0000806_Pla2g4d							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP07864	Cytosolic phospholipase A2 epsilon	Q3MJ16	Unknown	Pla2g4e	*		Unknown	Dashed	HMDB0000806_Pla2g4e							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP07865	Cytosolic phospholipase A2 zeta	Q68DD2	Unknown	Pla2g4f	*		Unknown	Dashed	HMDB0000806_Pla2g4f							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP07945	Calcium-independent phospholipase A2-gamma	Q9NP80	Unknown	Pnpla8	*	*	Unknown	Solid	HMDB0000806_Pnpla8							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP09120	Cytosolic phospholipase A2 beta	P0C869	Unknown	Pla2g4b	*	*	Unknown	Solid	HMDB0000806_Pla2g4b							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP09163	Alkaline ceramidase 2	Q5QJU3	Enzyme	Acer2	*	*	Enzyme	Solid	HMDB0000806_Acer2							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP09165	Neutral ceramidase	Q9NR71	Enzyme	Asah2	*	*	Enzyme	Solid	HMDB0000806_Asah2							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP10638	Alkaline ceramidase 1	Q8TDN7	Enzyme	Acer1	*		Enzyme	Dashed	HMDB0000806_Acer1							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP10677	Neuropathy target esterase	Q8IY17	Enzyme	Pnpla6	*	*	Enzyme	Solid	HMDB0000806_Pnpla6							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP11392	CPT1B protein	A2RRE8	Unknown	Cpt1b	*	*	Unknown	Solid	HMDB0000806_Cpt1b							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP11393	Peroxisome proliferator-activated receptor	Q6L9M1	Unknown	Pparg	*	*	Unknown	Solid	HMDB0000806_Pparg							*		*
HMDB0000806	Myristic acid	C14H28O2	HMDBP11394	CPT1B protein	A5PLL0	Unknown	Cpt1b	*	*	Unknown	Solid	HMDB0000806_Cpt1b							*		*
HMDB0000809	N-Glycoloylganglioside GM1	C77H139N3O30	HMDBP01719	Ganglioside GM2 activator	P17900	Enzyme	Gm2a		*	Enzyme	Dashed	HMDB0000809_Gm2a									
HMDB0000809	N-Glycoloylganglioside GM1	C77H139N3O30	HMDBP03084	Phosphatidylinositol-glycan biosynthesis class X protein	Q8TBF5	Enzyme	Pigx		*	Enzyme	Dashed	HMDB0000809_Pigx									
HMDB0000809	N-Glycoloylganglioside GM1	C77H139N3O30	HMDBP11446	Lipopolysaccharide-binding protein	P18428	Unknown	Lbp		*	Unknown	Dashed	HMDB0000809_Lbp									
HMDB0000826	Pentadecanoic acid	C15H30O2	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn	*	*	Enzyme	Solid	HMDB0000826_Fasn									
HMDB0000826	Pentadecanoic acid	C15H30O2	HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc	*	*	Enzyme	Solid	HMDB0000826_Lipc									
HMDB0000827	Stearic acid	C18H36O2	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn	*	*	Enzyme	Solid	HMDB0000827_Fasn									
HMDB0000827	Stearic acid	C18H36O2	HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc	*	*	Enzyme	Solid	HMDB0000827_Lipc									
HMDB0000827	Stearic acid	C18H36O2	HMDBP01046	Cytosolic acyl coenzyme A thioester hydrolase	O00154	Enzyme	Acot7	*	*	Enzyme	Solid	HMDB0000827_Acot7									
HMDB0000863	Isopropyl alcohol	C3H8O	HMDBP00938	GTP cyclohydrolase 1	P30793	Unknown	Gch1		*	Unknown	Dashed	HMDB0000863_Gch1									
